Year,City,Sport,Athlete,Country,Gender,Medal
2016,Rio,athletics,Luvo Manyonga,RSA,male,silver
2016,Rio,golf,Lydia Ko,NZL,male,silver
2016,Rio,hockey,Maartje Paumen,NED,female,silver
2016,Rio,aquatics,Madeline Dirado,USA,female,silver
2016,Rio,aquatics,Madeline Groves,AUS,female,silver
2016,Rio,gymnastics,Madison Kocian,USA,female,silver
2016,Rio,aquatics,Madison Wilson,AUS,female,silver
2016,Rio,football,Magdalena Eriksson,SWE,female,silver
2016,Rio,table tennis,Maharu Yoshimura,JPN,male,silver
2016,Rio,volleyball,Maja Ognjenovic,SRB,female,silver
2016,Rio,cycling,Maja Wloszczowska,POL,female,silver
2016,Rio,rowing,Malte Jakschik,GER,male,silver
2016,Rio,handball,Manon Houette,FRA,female,silver
2016,Rio,fencing,Marco Fichera,ITA,male,silver
2016,Rio,shooting,Marco Innocenti,ITA,male,silver
2016,Rio,shooting,Marcus Svensson,SWE,male,silver
2016,Rio,rugby sevens,Marcus Watson,GBR,male,silver
2016,Rio,hockey,Margot van Geffen,NED,female,silver
2016,Rio,athletics,Maria Guadalupe Gonzalez,MEX,female,silver
2016,Rio,gymnastics,Maria Paseka,RUS,female,silver
2016,Rio,hockey,Maria Verschoor,NED,female,silver
2016,Rio,taekwondo,Maria del Rosario Espinoza Espinoza,MEX,female,silver
2016,Rio,handball,Marie Prouvensier,FRA,female,silver
2016,Rio,wrestling,Mariya Stadnik,AZE,female,silver
2016,Rio,rugby sevens,Mark Bennett,GBR,male,silver
2016,Rio,cycling,Mark Cavendish,GBR,male,silver
2016,Rio,wrestling,Mark Overgaard Madsen,DEN,male,silver
2016,Rio,rugby sevens,Mark Robertson,GBR,male,silver
2016,Rio,aquatics,Marko Bijac,CRO,male,silver
2016,Rio,aquatics,Marko Macan,CRO,male,silver
2016,Rio,basketball,Marko Simonovic,SRB,male,silver
2016,Rio,canoe,Marko Tomicevic,SRB,male,silver
2016,Rio,hockey,Marloes Keetels,NED,female,silver
2016,Rio,aquatics,Maro Jokovic,CRO,male,silver
2016,Rio,canoe,Marta Walczykiewicz,POL,female,silver
2016,Rio,basketball,Marta Xargay,ESP,female,silver
2016,Rio,rowing,Martin Sauer,GER,male,silver
2016,Rio,tennis,Martina Hingis,SUI,female,silver
2016,Rio,wrestling,Maryia Mamashuk,BLR,female,silver
2016,Rio,aquatics,Masato Sakai,JPN,male,silver
2016,Rio,volleyball,Massimo Colaci,ITA,male,silver
2016,Rio,canoe,Matej Benus,SVK,male,silver
2016,Rio,sailing,Mathew Belcher,AUS,male,silver
2016,Rio,handball,Mathieu Grebille,FRA,male,silver
2016,Rio,volleyball,Matteo Piano,ITA,male,silver
2016,Rio,football,Matthias Ginter,GER,male,silver
2016,Rio,cycling,Matthijs Buchli,NED,male,silver
2016,Rio,football,Max Christiansen,GER,male,silver
2016,Rio,canoe,Maxime Beaumont,FRA,male,silver
2016,Rio,football,Maximilian Meyer,GER,male,silver
2016,Rio,rowing,Maximilian Munski,GER,male,silver
2016,Rio,rowing,Maximilian Reinelt,GER,male,silver
2016,Rio,equestrian,McLain Ward,USA,male,silver
2016,Rio,aquatics,Mehdy Metella,FRA,male,silver
2016,Rio,rowing,Melanie Wilson,GBR,female,silver
2016,Rio,athletics,Melina Robert-Michon,FRA,female,silver
2016,Rio,aquatics,Mengni Tang,CHN,female,silver
2016,Rio,handball,Michael Guigou,FRA,male,silver
2016,Rio,cycling,Michael Hepburn,AUS,male,silver
2016,Rio,equestrian,Michael Jung,GER,male,silver
2016,Rio,aquatics,Michael Phelps,USA,male,silver
2016,Rio,wrestling,Migran Arutyunyan,ARM,male,silver
2016,Rio,aquatics,Mike Hixon,USA,male,silver
2016,Rio,basketball,Milan Macvan,SRB,male,silver
2016,Rio,volleyball,Milena Rasic,SRB,female,silver
2016,Rio,canoe,Milenko Zoric,SRB,male,silver
2016,Rio,basketball,Milos Teodosic,SRB,male,silver
2016,Rio,rowing,Mindaugas Griskonis,LTU,male,silver
2016,Rio,athletics,Mirela Demireva,BUL,female,silver
2016,Rio,basketball,Miroslav Raduljica,SRB,male,silver
2016,Rio,boxing,Misha Aloian,RUS,male,silver
2016,Rio,aquatics,Mitchell Larkin,AUS,male,silver
2016,Rio,sailing,Molly Meech,NZL,female,silver
2016,Rio,shooting,Monika Karsch,GER,female,silver
2016,Rio,rowing,Morten Joergensen,DEN,male,silver
2016,Rio,athletics,Mutaz Essa Barshim,QAT,male,silver
2016,Rio,hockey,Naomi van As,NED,female,silver
2016,Rio,wrestling,Natalia Vorobeva,RUS,female,silver
2016,Rio,shooting,Natalie Rooney,NZL,female,silver
2016,Rio,sailing,Nathan Outteridge,AUS,male,silver
2016,Rio,athletics,Nathon Allen,JAM,male,silver
2016,Rio,basketball,Nemanja Nedovic,SRB,male,silver
2016,Rio,athletics,Nia Ali,USA,female,silver
2016,Rio,rugby sevens,Niall Williams,NZL,female,silver
2016,Rio,sailing,Nick Dempsey,GBR,male,silver
2016,Rio,triathlon,Nicola Spirig Hug,SUI,female,silver
2016,Rio,rowing,Nicole Beukers,NED,female,silver
2016,Rio,gymnastics,Nikita Nagornyy,RUS,male,silver
2016,Rio,football,Niklas Suele,GER,male,silver
2016,Rio,basketball,Nikola Jokic,SRB,male,silver
2016,Rio,basketball,Nikola Kalinic,SRB,male,silver
2016,Rio,handball,Nikola Karabatic,FRA,male,silver
2016,Rio,gymnastics,Nikolai Kuksenkov,RUS,male,silver
2016,Rio,football,Nilla Fischer,SWE,female,silver
2016,Rio,football,Nils Petersen,GER,male,silver
2016,Rio,boxing,Nouchka Fontijn,NED,female,silver
2016,Rio,athletics,Novlene Williams-Mills,JAM,female,silver
2016,Rio,judo,Odette Giuffrida,ITA,female,silver
2016,Rio,volleyball,Oleg Antonov,ITA,male,silver
2016,Rio,gymnastics,Oleg Verniaiev,UKR,male,silver
2016,Rio,fencing,Olena Kravatska,UKR,female,silver
2016,Rio,fencing,Olena Voronina,UKR,female,silver
2016,Rio,fencing,Olga Kharlan,UKR,female,silver
2016,Rio,cycling,Olga Zabelinskaya,RUS,female,silver
2016,Rio,rugby sevens,Oliver Lindsay-Hague,GBR,male,silver
2016,Rio,rowing,Olivia Carnegie-Brown,GBR,female,silver
2016,Rio,football,Olivia Schough,SWE,female,silver
2016,Rio,handball,Olivier Nyokas,FRA,male,silver
2016,Rio,athletics,Orlando Ortega,ESP,male,silver
2016,Rio,volleyball,Osmany Juantorena,ITA,male,silver
2016,Rio,aquatics,Pandelela Rinong Pamg,MAS,female,silver
2016,Rio,volleyball,Paolo Nicolai,ITA,male,silver
2016,Rio,fencing,Paolo Pizzo,ITA,male,silver
2016,Rio,volleyball,Pasquale Sottile,ITA,male,silver
2016,Rio,rowing,Patricia Obee,CAN,female,silver
2016,Rio,athletics,Paul Kipkemoi Chelimo,USA,male,silver
2016,Rio,athletics,Paul Kipngetich Tanui,KEN,male,silver
2016,Rio,rowing,Paul O'Donovan,IRL,male,silver
2016,Rio,football,Pauline Hammarlund,SWE,female,silver
2016,Rio,modern pentathlon,Pavlo Tymoshchenko,UKR,male,silver
2016,Rio,equestrian,Peder Fredricson,SWE,male,silver
2016,Rio,sailing,Peina Chen,CHN,female,silver
2016,Rio,badminton,Peng Soon Chan,MAS,male,silver
2016,Rio,aquatics,Penny Oleksiak,CAN,female,silver
2016,Rio,canoe,Peter Kauzer,SLO,male,silver
2016,Rio,athletics,Peter Matthews,JAM,male,silver
2016,Rio,table tennis,Petrissa Solja,GER,female,silver
2016,Rio,rugby sevens,Phil Burgess,GBR,male,silver
2016,Rio,football,Philipp Max,GER,male,silver
2016,Rio,aquatics,Pieter Timmers,BEL,male,silver
2016,Rio,weightlifting,Pimsiri Sirikaew,THA,female,silver
2016,Rio,athletics,Piotr Malachowski,POL,male,silver
2016,Rio,sailing,Polly Powrie,NZL,female,silver
2016,Rio,rowing,Polly Swann,GBR,female,silver
2016,Rio,rugby sevens,Portia Woodman,NZL,female,silver
2016,Rio,aquatics,Rachele Bruni,ITA,female,silver
2016,Rio,tennis,Rajeev Ram,USA,male,silver
2016,Rio,cycling,Rebecca James,GBR,female,silver
2016,Rio,rowing,Rebecca Scown,NZL,female,silver
2016,Rio,wrestling,Rei Higuchi,JPN,male,silver
2016,Rio,athletics,Renaud Lavillenie,FRA,male,silver
2016,Rio,canoe,Richard Hounslow,GBR,male,silver
2016,Rio,rowing,Richard Schmidt,GER,male,silver
2016,Rio,wrestling,Riza Kayaalp,TUR,male,silver
2016,Rio,aquatics,Robbie Renwick,GBR,male,silver
2016,Rio,football,Robert Bauer,GER,male,silver
2016,Rio,aquatics,Roberta Bianconi,ITA,female,silver
2016,Rio,aquatics,Rosaria Aiello,ITA,female,silver
2016,Rio,fencing,Rossella Fiamingo,ITA,female,silver
2016,Rio,rugby sevens,Ruaridh McConnochie,GBR,male,silver
2016,Rio,rugby sevens,Ruby Tui,NZL,female,silver
2016,Rio,athletics,Rusheen McDonald,JAM,male,silver
2016,Rio,judo,Rustam Orujov,AZE,male,silver
2016,Rio,athletics,Ryota Yamagata,JPN,male,silver
2016,Rio,canoe,Sabrina Hering,GER,female,silver
2016,Rio,volleyball,Salvatore Rossini,ITA,male,silver
2016,Rio,rugby sevens,Sam Cross,GBR,male,silver
2016,Rio,aquatics,Sam Dorman,USA,male,silver
2016,Rio,cycling,Sam Webster,NZL,male,silver
2016,Rio,cycling,Sam Welsford,AUS,male,silver
2016,Rio,athletics,Sandi Morris,USA,female,silver
2016,Rio,gymnastics,Sandra Aguilar,ESP,female,silver
2016,Rio,equestrian,Sandra Auffarth,GER,female,silver
2016,Rio,aquatics,Sandro Sukno,CRO,male,silver
2016,Rio,wrestling,Saori Yoshida,JPN,female,silver
2016,Rio,athletics,Sara Slott Petersen,DEN,female,silver
2016,Rio,rugby sevens,Sarah Goss,NZL,female,silver
2016,Rio,cycling,Sarah Hammer,USA,female,silver
2016,Rio,boxing,Sarah Ourahmoune,FRA,female,silver
2016,Rio,aquatics,Sarah Sjostrom,SWE,female,silver
2016,Rio,athletics,Sashalee Forbes,JAM,female,silver
2016,Rio,rowing,Saulius Ritter,LTU,male,silver
2016,Rio,hockey,Sebastien Dockier,BEL,male,silver
2016,Rio,gymnastics,Seda Tutkhalian,RUS,female,silver
2016,Rio,wrestling,Selim Yasar,TUR,male,silver
2016,Rio,football,Serge Gnabry,GER,male,silver
2016,Rio,shooting,Sergey Kamenskiy,RUS,male,silver
2016,Rio,shooting,Serhiy Kulish,UKR,male,silver
2016,Rio,boxing,Shakhram Giyasov,UZB,male,silver
2016,Rio,rugby sevens,Shakira Baker,NZL,female,silver
2016,Rio,boxing,Shakur Stevenson,USA,male,silver
2016,Rio,rowing,Shaun Keeling,RSA,male,silver
2016,Rio,athletics,Shelly-Ann Fraser-Pryce,JAM,female,silver
2016,Rio,athletics,Shericka Jackson,JAM,female,silver
2016,Rio,wrestling,Shinobu Ota,JPN,male,silver
2016,Rio,athletics,Shota Iizuka,JPN,male,silver
2016,Rio,basketball,Silvia Dominguez,ESP,female,silver
2016,Rio,hockey,Simon Gougnard,BEL,male,silver
2016,Rio,weightlifting,Simon Martirosyan,ARM,male,silver
2016,Rio,volleyball,Simone Buti,ITA,male,silver
2016,Rio,athletics,Simone Facey,JAM,female,silver
2016,Rio,volleyball,Simone Giannelli,ITA,male,silver
2016,Rio,aquatics,Simone Manuel,USA,female,silver
2016,Rio,aquatics,Siobhan-Marie O'Connor,GBR,female,silver
2016,Rio,handball,Siraba Dembele,FRA,female,silver
2016,Rio,football,Sofia Jakobsson,SWE,female,silver
2016,Rio,boxing,Sofiane Oumiha,FRA,male,silver
2016,Rio,fencing,Sofya Velikaya,RUS,female,silver
2016,Rio,equestrian,Spencer Wilton,GBR,male,silver
2016,Rio,aquatics,Spiros Gianniotis,GRE,male,silver
2016,Rio,weightlifting,Sri Wahyuni Agustiani,INA,female,silver
2016,Rio,aquatics,Steele Johnson,USA,male,silver
2016,Rio,basketball,Stefan Bircevic,SRB,male,silver
2016,Rio,basketball,Stefan Jovic,SRB,male,silver
2016,Rio,basketball,Stefan Markovic,SRB,male,silver
2016,Rio,volleyball,Stefana Veljkovic,SRB,female,silver
2016,Rio,canoe,Steffi Kriegerstein,GER,female,silver
2016,Rio,aquatics,Stephen Milne,GBR,male,silver
2016,Rio,athletics,Stephenie Ann McPherson,JAM,female,silver
2016,Rio,football,Stina Blackstenius,SWE,female,silver
2016,Rio,judo,Sumiya Dorjsuren,MGL,female,silver
2016,Rio,athletics,Sunette Viljoen,RSA,female,silver
2016,Rio,football,Sven Bender,GER,male,silver
2016,Rio,handball,Tamara Horacek,FRA,female,silver
2016,Rio,aquatics,Tamsin Cook,AUS,female,silver
2016,Rio,hockey,Tanguy Cosyns,BEL,male,silver
2016,Rio,aquatics,Tania Cagnotto,ITA,female,silver
2016,Rio,aquatics,Tania di Mario,ITA,female,silver
2016,Rio,weightlifting,Tao Tian,CHN,male,silver
2016,Rio,athletics,Taoufik Makhloufi,ALG,male,silver
2016,Rio,taekwondo,Tawin Hanprab,THA,male,silver
2016,Rio,aquatics,Taylor McKeown,AUS,female,silver
2016,Rio,aquatics,Teresa Frassinetti,ITA,female,silver
2016,Rio,rugby sevens,Terina Te Tamaki,NZL,female,silver
2016,Rio,rugby sevens,Theresa Fitzpatrick,NZL,female,silver
2016,Rio,handball,Thierry Omeyer,FRA,male,silver
2016,Rio,hockey,Thomas Briels,BEL,male,silver
2016,Rio,canoe,Tibor Linka,SVK,male,silver
2016,Rio,taekwondo,Tijana Bogdanovic,SRB,female,silver
2016,Rio,volleyball,Tijana Boskovic,SRB,female,silver
2016,Rio,volleyball,Tijana Malesevic,SRB,female,silver
2016,Rio,tennis,Timea Bacsinszky,SUI,female,silver
2016,Rio,football,Timo Horn,GER,male,silver
2016,Rio,handball,Timothey N'Guessan,FRA,male,silver
2016,Rio,canoe,Tina Dietze,GER,female,silver
2016,Rio,wrestling,Toghrul Asgarov,AZE,male,silver
2016,Rio,hockey,Tom Boon,BEL,male,silver
2016,Rio,cycling,Tom Dumoulin,NED,male,silver
2016,Rio,rugby sevens,Tom Mitchell,GBR,male,silver
2016,Rio,sailing,Tonci Stipanovic,CRO,male,silver
2016,Rio,athletics,Tori Bowie,USA,female,silver
2016,Rio,judo,Travis Stevens,USA,male,silver
2016,Rio,archery,Tuiana Dashidorzhieva,RUS,female,silver
2016,Rio,rugby sevens,Tyla Nathan-Wong,NZL,female,silver
2016,Rio,badminton,V Shem Goh,MAS,male,silver
2016,Rio,badminton,V. Sindhu Pusarla,IND,female,silver
2016,Rio,weightlifting,Vadzim Straltsou,BLR,male,silver
2016,Rio,canoe,Valentin Demyanenko,AZE,male,silver
2016,Rio,handball,Valentin Porte,FRA,male,silver
2016,Rio,athletics,Valerie Adams,NZL,female,silver
2016,Rio,wrestling,Valeriia Koblova Zholobova,RUS,female,silver
2016,Rio,judo,Varlam Liparteliani,GEO,male,silver
2016,Rio,sailing,Vasilij Zbogar,SLO,male,silver
2016,Rio,boxing,Vassiliy Levit,KAZ,male,silver
2016,Rio,tennis,Venus Williams,USA,female,silver
2016,Rio,athletics,Veronica Campbell-Brown,JAM,female,silver
2016,Rio,rowing,Victoria Thornley,GBR,female,silver
2016,Rio,handball,Vincent Gerard,FRA,male,silver
2016,Rio,hockey,Vincent Vanasch,BEL,male,silver
2016,Rio,shooting,Vitalina Batsarashkina,RUS,female,silver
2016,Rio,athletics,Vivian Jepkemoi Cheruiyot,KEN,female,silver
2016,Rio,basketball,Vladimir Stimac,SRB,male,silver
2016,Rio,badminton,Wee Kiong Tan,MAS,male,silver
2016,Rio,athletics,Wenxiu Zhang,CHN,female,silver
2016,Rio,aquatics,Wenyan Sun,CHN,female,silver
2016,Rio,athletics,Will Claye,USA,male,silver
2016,Rio,sailing,Will Ryan,AUS,male,silver
2016,Rio,hockey,Willemijn Bos,NED,female,silver
2016,Rio,rowing,William Lockwood,AUS,male,silver
2016,Rio,aquatics,William Meynard,FRA,male,silver
2016,Rio,hockey,Xan de Waard,NED,female,silver
2016,Rio,aquatics,Xiao Gu,CHN,female,silver
2016,Rio,weightlifting,Xiaojun Lyu,CHN,male,silver
2016,Rio,aquatics,Xiaolu Li,CHN,female,silver
2016,Rio,table tennis,Xiaona Shan,GER,female,silver
2016,Rio,table tennis,Xiaoxia Li,CHN,female,silver
2016,Rio,aquatics,Xinping Liang,CHN,female,silver
2016,Rio,shooting,Xuan Vinh Hoang,VIE,male,silver
2016,Rio,aquatics,Xuechen Huang,CHN,female,silver
2016,Rio,aquatics,Yajie Si,CHN,female,silver
2016,Rio,gymnastics,Yana Kudryavtseva,RUS,female,silver
2016,Rio,aquatics,Yang Sun,CHN,male,silver
2016,Rio,wrestling,Yasmany Daniel Lugo Cabrera,CUB,male,silver
2016,Rio,judo,Yeldos Smetov,KAZ,male,silver
2016,Rio,table tennis,Ying Han,GER,female,silver
2016,Rio,fencing,Yiwen Sun,CHN,female,silver
2016,Rio,athletics,Yoshihide Kiryu,JPN,male,silver
2016,Rio,fencing,Yujie Sun,CHN,female,silver
2016,Rio,aquatics,Yulia Efimova,RUS,female,silver
2016,Rio,athletics,Yulimar Rojas,VEN,female,silver
2016,Rio,weightlifting,Yun Chol Om,PRK,male,silver
2016,Rio,boxing,Yurberjen Herney Martinez,COL,male,silver
2016,Rio,judo,Yuri Alvear,COL,female,silver
2016,Rio,archery,Zach Garrett,USA,male,silver
2016,Rio,athletics,Zelin Cai,CHN,male,silver
2016,Rio,wrestling,Zhan Beleniuk,UKR,male,silver
2016,Rio,weightlifting,Zhazira Zhapparkul,KAZ,female,silver
2016,Rio,aquatics,Zhen Zeng,CHN,female,silver
2016,Rio,aquatics,Zi He,CHN,female,silver
2016,Rio,rowing,Zoe Lee,GBR,female,silver
2016,Rio,rowing,Zoe de Toledo,GBR,female,silver
2016,Rio,aquatics,Abbey Weitzeil,USA,female,gold
2016,Rio,wrestling,Abdulrashid Sadulaev,RUS,male,gold
2016,Rio,aquatics,Adam Peaty,GBR,male,gold
2016,Rio,hockey,Agustin Mazzilli,ARG,male,gold
2016,Rio,taekwondo,Ahmad Abughaush,JOR,male,gold
2016,Rio,aquatics,Aisen Chen,CHN,male,gold
2016,Rio,aquatics,Aleksandra Patskevich,RUS,female,gold
2016,Rio,rowing,Alex Gregory,GBR,male,gold
2016,Rio,modern pentathlon,Alexander Lesun,RUS,male,gold
2016,Rio,hockey,Alexandra Danson,GBR,female,gold
2016,Rio,football,Alexandra Popp,GER,female,gold
2016,Rio,gymnastics,Alexandra Raisman,USA,female,gold
2016,Rio,fencing,Alexey Cheremisinov,RUS,male,gold
2016,Rio,rugby sevens,Alicia Quirk,AUS,female,gold
2016,Rio,volleyball,Alison Cerutti,BRA,male,gold
2016,Rio,triathlon,Alistair Brownlee,GBR,male,gold
2016,Rio,gymnastics,Aliya Mustafina,RUS,female,gold
2016,Rio,aquatics,Alla Shishkina,RUS,female,gold
2016,Rio,aquatics,Allison Schmitt,USA,female,gold
2016,Rio,athletics,Allyson Felix,USA,female,gold
2016,Rio,athletics,Almaz Ayana,ETH,female,gold
2016,Rio,football,Almuth Schult,GER,female,gold
2016,Rio,rowing,Amanda Elmore,USA,female,gold
2016,Rio,rowing,Amanda Polk,USA,female,gold
2016,Rio,rugby sevens,Amy Turner,AUS,female,gold
2016,Rio,fencing,Ana Maria Popescu,ROU,female,gold
2016,Rio,gymnastics,Anastasia Bliznyuk,RUS,female,gold
2016,Rio,gymnastics,Anastasiia Maksimova,RUS,female,gold
2016,Rio,gymnastics,Anastasiia Tatareva,RUS,female,gold
2016,Rio,rowing,Andrew T Hodge,GBR,male,gold
2016,Rio,aquatics,Andrija Prlainovic,SRB,male,gold
2016,Rio,tennis,Andy Murray,GBR,male,gold
2016,Rio,basketball,Angel McCoughtry,USA,female,gold
2016,Rio,athletics,Anita Wlodarczyk,POL,female,gold
2016,Rio,football,Anja Mittag,GER,female,gold
2016,Rio,shooting,Anna Korakaki,GRE,female,gold
2016,Rio,handball,Anna Sedoykina,RUS,female,gold
2016,Rio,handball,Anna Sen,RUS,female,gold
2016,Rio,handball,Anna Vyakhireva,RUS,female,gold
2016,Rio,cycling,Anna van der Breggen,NED,female,gold
2016,Rio,rowing,Annekatrin Thiele,GER,female,gold
2016,Rio,football,Annike Krahn,GER,female,gold
2016,Rio,aquatics,Anthony Ervin,USA,male,gold
2016,Rio,rugby sevens,Apisai Domolailai,FIJ,male,gold
2016,Rio,aquatics,Aria Fischer,USA,female,gold
2016,Rio,boxing,Arlen Lopez,CUB,male,gold
2016,Rio,athletics,Arman Hall,USA,male,gold
2016,Rio,fencing,Aron Szilagyi,HUN,male,gold
2016,Rio,fencing,Artur Akhmatkhuzin,RUS,male,gold
2016,Rio,wrestling,Artur Aleksanyan,ARM,male,gold
2016,Rio,athletics,Asafa Powell,JAM,male,gold
2016,Rio,aquatics,Ashleigh Johnson,USA,female,gold
2016,Rio,athletics,Ashton Eaton,USA,male,gold
2016,Rio,equestrian,Astier Nicolas,FRA,male,gold
2016,Rio,badminton,Ayaka Takahashi,JPN,female,gold
2016,Rio,football,Babett Peter,GER,female,gold
2016,Rio,shooting,Barbara Engleder,GER,female,gold
2016,Rio,judo,Beslan Mudranov,RUS,male,gold
2016,Rio,tennis,Bethanie Mattek-Sands,USA,female,gold
2016,Rio,sailing,Blair Tuke,NZL,male,gold
2016,Rio,aquatics,Blake Pieroni,USA,male,gold
2016,Rio,archery,Bobae Ki,KOR,female,gold
2016,Rio,archery,Bonchan Ku,KOR,male,gold
2016,Rio,cycling,Bradley Wiggins,GBR,male,gold
2016,Rio,aquatics,Branislav Mitrovic,SRB,male,gold
2016,Rio,basketball,Breanna Stewart,USA,female,gold
2016,Rio,athletics,Brianna Rollins,USA,female,gold
2016,Rio,aquatics,Brittany Elmslie,AUS,female,gold
2016,Rio,basketball,Brittney Griner,USA,female,gold
2016,Rio,aquatics,Bronte Campbell,AUS,female,gold
2016,Rio,volleyball,Bruno Mossa Rezende,BRA,male,gold
2016,Rio,volleyball,Bruno Oscar Schmidt,BRA,male,gold
2016,Rio,aquatics,Caeleb Dressel,USA,male,gold
2016,Rio,cycling,Callum Skinner,GBR,male,gold
2016,Rio,rowing,Carina Baer,GER,female,gold
2016,Rio,basketball,Carmelo Anthony,USA,male,gold
2016,Rio,badminton,Carolina Marin,ESP,female,gold
2016,Rio,handball,Casper Mortensen,DEN,male,gold
2016,Rio,athletics,Caster Semenya,RSA,female,gold
2016,Rio,aquatics,Cate Campbell,AUS,female,gold
2016,Rio,athletics,Caterine Ibarguen,COL,female,gold
2016,Rio,aquatics,Catherine Meili,USA,female,gold
2016,Rio,shooting,Catherine Skinner,AUS,female,gold
2016,Rio,sailing,Cecilia Carranza Saroli,ARG,female,gold
2016,Rio,volleyball,Changning Zhang,CHN,female,gold
2016,Rio,sailing,Charline Picon,FRA,female,gold
2016,Rio,rugby sevens,Charlotte Caslick,AUS,female,gold
2016,Rio,equestrian,Charlotte Dujardin,GBR,female,gold
2016,Rio,taekwondo,Cheick Sallah Junior Cisse,CIV,male,gold
2016,Rio,rugby sevens,Chloe Dalton,AUS,female,gold
2016,Rio,modern pentathlon,Chloe Esposito,AUS,female,gold
2016,Rio,aquatics,Chris Mears,GBR,male,gold
2016,Rio,shooting,Christian Reitz,GER,male,gold
2016,Rio,athletics,Christian Taylor,USA,male,gold
2016,Rio,athletics,Christoph Harting,GER,male,gold
2016,Rio,aquatics,Cierra Runge,USA,female,gold
2016,Rio,boxing,Claressa Maria Shields,USA,female,gold
2016,Rio,aquatics,Clark Smith,USA,male,gold
2016,Rio,aquatics,Cody Miller,USA,male,gold
2016,Rio,cycling,Connor Fields,USA,male,gold
2016,Rio,aquatics,Conor Dwyer,USA,male,gold
2016,Rio,athletics,Conseslus Kipruto,KEN,male,gold
2016,Rio,rowing,Constantine Louloudis,GBR,male,gold
2016,Rio,aquatics,Courtney Mathewson,USA,female,gold
2016,Rio,athletics,Courtney Okolo,USA,female,gold
2016,Rio,hockey,Crista Cullen,GBR,female,gold
2016,Rio,canoe,Cristian Toro,ESP,male,gold
2016,Rio,athletics,Dalilah Muhammad,USA,female,gold
2016,Rio,aquatics,Dana Vollmer,USA,female,gold
2016,Rio,fencing,Daniel Jerent,FRA,male,gold
2016,Rio,fencing,Daniele Garozzo,ITA,male,gold
2016,Rio,boxing,Daniyar Yeleussinov,KAZ,male,gold
2016,Rio,canoe,Danuta Kozak,HUN,female,gold
2016,Rio,handball,Daria Dmitrieva,RUS,female,gold
2016,Rio,athletics,David Lekuta Rudisha,KEN,male,gold
2016,Rio,aquatics,David Plummer,USA,male,gold
2016,Rio,athletics,David Verburg,USA,male,gold
2016,Rio,wrestling,Davit Chakvetadze,RUS,male,gold
2016,Rio,wrestling,Davor Stefanek,SRB,male,gold
2016,Rio,basketball,DeAndre Jordan,USA,male,gold
2016,Rio,basketball,DeMarcus Cousins,USA,male,gold
2016,Rio,basketball,Demar DeRozan,USA,male,gold
2016,Rio,canoe,Denis Gargaud Chanut,FRA,male,gold
2016,Rio,athletics,Derek Drouin,CAN,male,gold
2016,Rio,shooting,Diana Bacosi,ITA,female,gold
2016,Rio,basketball,Diana Taurasi,USA,female,gold
2016,Rio,athletics,Dilshod Nazarov,TJK,male,gold
2016,Rio,aquatics,Dmitriy Balandin,KAZ,male,gold
2016,Rio,sailing,Dorian van Rijsselberghe,NED,male,gold
2016,Rio,equestrian,Dorothee Schneider,GER,female,gold
2016,Rio,volleyball,Douglas Correia de Souza,BRA,male,gold
2016,Rio,football,Douglas Santos,BRA,male,gold
2016,Rio,basketball,Draymond Green,USA,male,gold
2016,Rio,aquatics,Dusan Mandic,SRB,male,gold
2016,Rio,aquatics,Dusko Pijetlovic,SRB,male,gold
2016,Rio,football,Dzsenifer Marozsan,GER,female,gold
2016,Rio,volleyball,Eder Carbonera,BRA,male,gold
2016,Rio,cycling,Edward Clancy,GBR,male,gold
2016,Rio,fencing,Ekaterina Dyachenko,RUS,female,gold
2016,Rio,handball,Ekaterina Ilina,RUS,female,gold
2016,Rio,tennis,Ekaterina Makarova,RUS,female,gold
2016,Rio,handball,Ekaterina Marennikova,RUS,female,gold
2016,Rio,athletics,Ekaterini Stefanidi,GRE,female,gold
2016,Rio,athletics,Elaine Thompson,JAM,female,gold
2016,Rio,rowing,Eleanor Logan,USA,female,gold
2016,Rio,gymnastics,Eleftherios Petrounias,GRE,male,gold
2016,Rio,basketball,Elena Delle Donne,USA,female,gold
2016,Rio,aquatics,Elena Prokofyeva,RUS,female,gold
2016,Rio,tennis,Elena Vesnina,RUS,female,gold
2016,Rio,cycling,Elia Viviani,ITA,male,gold
2016,Rio,cycling,Elinor Barker,GBR,female,gold
2016,Rio,cycling,Elis Ligtlee,NED,female,gold
2016,Rio,athletics,Eliud Kipchoge,KEN,male,gold
2016,Rio,rugby sevens,Ellia Green,AUS,female,gold
2016,Rio,fencing,Emese Szasz,HUN,female,gold
2016,Rio,rugby sevens,Emilee Cherry,AUS,female,gold
2016,Rio,judo,Emilie Andeol,FRA,female,gold
2016,Rio,rowing,Emily Regan,USA,female,gold
2016,Rio,aquatics,Emma McKeon,AUS,female,gold
2016,Rio,rugby sevens,Emma Tonegato,AUS,female,gold
2016,Rio,athletics,English Gardner,USA,female,gold
2016,Rio,wrestling,Eri Tosaka,JPN,female,gold
2016,Rio,rowing,Eric Murray,NZL,male,gold
2016,Rio,wrestling,Erica Elizabeth Wiebe,CAN,female,gold
2016,Rio,boxing,Estelle Mossely,FRA,female,gold
2016,Rio,volleyball,Evandro M. Guerra,BRA,male,gold
2016,Rio,rugby sevens,Evania Pelite,AUS,female,gold
